t1	t2	type
they will only do it if they are regulated	“Split up, don’t form couples”	3
they’ll be the first, often, to admit they need a lot of help.	the economy is in such a terrible state that in order to expand the economy, and get us out of this crisis, we have to encourage people to borrow.	3
you can see an observable reality, is that families exist who are trouble	CF doesn’t know	3
we’ve thought too much, funnily, about the financial incentives to work, and not enough about the conditionality in the system	There is a problem with judging the past by our values	3
I get loans pushed on me all the time	it’s quite striking that all three witnesses, coming from very different positions, put their finger on that	3
What's happening in this case is not the prosecution of a crime	last year 93% of new claimants were in a household in which somebody worked	3
continuing to intervene, not pausing.	one of the problems we’re facing now is the fact that organisations, and indeed people who require debt, that what we’re doing is rolling everything over	3
That is the real lived experience of ordinary working class people	we’re here to discuss the morality	3
it shouldn't be stigmatised to get into debt at all	that does seem to correspond to the reality	3
I think individualism may be the way forward	the trouble with both Kantian and utilitarian morality is it only happens sometimes, we need to get back to the classics.	3
I think it’s more a matter of trying to shape	they’re very short-term loans	3
you can’t say saving is morally good necessarily	I think one interesting thing to look at is difference between the adverts that investment banks for clients in things like The Economist or The Financial Times, which say that they’re all about innovation and client service, and then the values that they espouse internally. Particularly during annual reviews, where what they’re after is people who are about making money, and are committed to making money for the firm.	3
Owen's problem is that Owen will not say whether Owen finds it inherently undesirable or not, or that it leads to a situation which is very bad because it traps people	that’s a judgment that one might have	3
It doesn’t expect that if you have a false set of structures, or a false set of purposes, that everything will be fine if you just have very good individuals	And, in turn, the credit liberalisation was fuelled as a specific economic policy to paper over the cracks of inequality, as a result of other economic policies	3
in the end it’s culture not faith that might save us	the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals	3
the poor are in the most disadvantaged of all positions.	they should be tried	3
the welfare state system is creating a whole class of work shy, people who are incentivised not to work	I think the model of the ‘hidden hand’ has been vastly overplayed.	3
Owen wants to take housing benefit down	they find it hard to put the two at odds, and to understand that they ought to be leaning towards the common good and not towards personal and individual interest	3
It’s estimated 17% more children will fall into that group by 2015	that’s sometimes related not being in work	3
we can do xxx to make JA happy	very often they do have responsibility for what they borrow	3
a Liberal society has an absolute moral duty to go and help those people, especially the child	that plays against Matthew's point	3
they have nowhere to go	the argument that Anne was raising “Let’s not talk about externalities, let’s talk about internalities” as it were, misses the point	3
this argument as benefits somehow taking people out of jobs, or disincentivising people simply doesn’t work	I think you exaggerate	3
black people can't be racist in the United Kingdom context	Investment banks are characterised by a culture which is just pure exultant, rampant individualism.	3
MB's been reading it too	there has to be a bottom line beyond which it turns into outright exploitation	3
The other is to say, “Morality is a form of human flourishing, which requires transformation of social conditions.”	it should be about a bit of both	3
it is a very partial view	If it were politically possible, JB would / would not want to abolish the welfare state altogether	3
Alexander shouldn't be so politically correct	I don’t think rules are totally primary	3
if the best way of making money is to encourage people to take out debts that they can’t afford, the best way to make money is to encourage people to take out mortgages they can’t afford, then that is what capitalism has reverted to	we spend about £20 billion as a nation on housing benefit	3
in the context of what we're talking about tonight the strange phenomenon then occurred, where the British went in denial and have been in denial ever since.	they were overwhelmed with tens of thousands of young people, desperate for work	3
we lack any sense of the common good	if the welfare state did not exist and you became unemployed, and you rely on your friends and family to get by, and then someone comes along and offers you a job but it doesn’t give you more money than your family and friends are going. We would still expect you to take that job	3
that is a moral position to take	the desire to work is innate	3
It’s meant to make a difference	The incidents of real ethical abuses, let alone criminal abuses, in investment banking is actually very small.	3
it wants to get people in those households into school, into work, out of crime. Changing the patterns of, sometimes, a lifetime	If Ruth's not wholly opposed to it, she finds xxx so objectionable that Louise Casey’s offering	3
and therefore the only way forward was for Britain to withdraw	There is a problem with judging the past by our values	3
the push is coming from the people with the money	If we don’t give more benefits, more welfare, we’re going to end up with homeless young people everywhere, destitution and so on	3
eighteen plus're kind of overgrown children	debt is morally neutral	3
as Centre for social justice's travelled around the poorest parts of the UK, Centre for social justice's seen consistently there are factors that make it much more likely that you will live in poverty and fail to reach potential you have as a human being	one that ought to, at least to some extent, be resurrected	3
My concern is  that we now see people as though they’re going to replicate and reproduce.	It creates a dependency on work	3
It’s what Ruth would think if Ruth lived next door	I think one interesting thing to look at is difference between the adverts that investment banks for clients in things like The Economist or The Financial Times, which say that they’re all about innovation and client service, and then the values that they espouse internally. Particularly during annual reviews, where what they’re after is people who are about making money, and are committed to making money for the firm.	3
It’s estimated 17% more children will fall into that group by 2015	Not at all	3
thrift is a perfectly sensible thing to do	My concern is  that we now see people as though they’re going to replicate and reproduce.	3
it shouldn't be stigmatised to get into debt at all	there are about six times more savers than borrowers	3
What is wrong with what she is doing is that she is presenting that tiny minority of troubled families as typical of the poor	her mother was so poorly parented	3
Boudewijn thinks there is no real banking problem, apart from a few rotten apples	I don’t mean to say that everybody within it concedes to that bad behaviour	3
there’s been a transfer	We’re offering things on a rewards based process, which is if the local government succeeds in achieving its results then it gets more money. If it doesn’t, it won’t.	3
JB wants to get rid of the welfare state, the welfare system	CL's not in debt at the moment	3
They’re far more likely as a result to be unemployed in later life	we do look back to the fact that people were making stirring speeches about it at the time	3
It is a very, very rough estimate of the number of families in 2004 which had 5 of 7 deprivations: no one is in work; overcrowded housing; parents have no qualifications; mother has mental health problems; at least one parent has long standing limiting illness, disability or infirmity; the family has a low income; and the family cannot afford a number of food and clothing items	That led to new regulations in 2004, new regulations in 2006,	3
the State is already helping them	society benefits / suffers	3
bankruptcy used to be shameful	We’re pretending the problem isn’t there	3
the reality is that in the last ten or twenty years there’s been a massive transfer of wealth from the poor to the rich, and from the young to the old, and that what Neil's really trying to do is to justify that by blaming the poor for their position	a carrot and a stick approach to welfare state won't actually solve them	3
when rents are soaring, they can’t afford to pay their rent.	theres' nothing wrong with doing the British thing, owning up and paying up	3
My favourite story about that is Saint Francis of Assisi, who was so against money that he made his monks put a coin – if they got caught touching money they’d have to put a coin in their mouth and put it in a pile of dung, he hated money so much. But then when he died they build a huge great big expensive mausoleum for him on the top of the	it is not the equivalent of calling people feckless and lazy to say that a lot of young people have become so dependent that they say `Why should I take that job? I don't want to get up that early.''	3
you can be in a situation where you say, “We will let you write off your debts, without incurring moral hazard.”	rich countries in the West occupying countries of other people and imposing their rule on them and generally speaking extracting various forms of wealth from those countries to benefit the host country	3
this is a live debate	It can’t be shamed into good behaviour, or even punished into good behaviour.	3
it's not a very important thing to do	we aren't even facing up to the actual problem	3
the moral problem is that of how to provide incentives to get people off welfare, into work	you’re leaving out a good chunk of the world which is still sitting there in poverty and didn’t really notice the boom times that some of us had in the developed countries	3
This is just crude Marxism	if Ruth keeps going like that, we won’t find any at all	3
there’s some very virtuous people who work in the City of London and do extraordinarily good things with their money.	The welfare state that we have at the moment here lacks a sense of ‘just desert’	3
it wasn't	People talk about abuse at the same time as talking about getting kids to school on time, at the same time as talking about them not eating the right kind of food and not reading to their kids	3
JB likens it to a mouse trap which has a rather stale piece of cheese in it	CG is not taking the first notion of what morality is	3
I know bankers who behave absolutely splendidly	Melanie's talking about the de-incentivisation of marriage, on the basis that we can’t possibly talk about marriage as opposed to un-marriage	3
it is far better, a better form of intervention, to provide decent jobs and decent wages, affordable housing	in South Korea, in terms of how South Korean grew, it did incentivise saving, at certain times, by certain economic policies	3
to do that, and to present the problem of poverty as one of dysfunctional families who are antisocial and need to have their behaviour changed, is itself a moral issue	The poor don’t lack that any more than the rich.	3
we have xxx much legal responsibility for the actions of the past	debt is morally neutral in the sense that it can be good to be in debt	3
debt that actually goes to something that’s productive, and actually helps, is to be encouraged. 	Melanie's talking about marriage	3
that’s slightly disingenuous	it is / is not right in its strategy for tackling it	3
Lawrence James doesn't really like this case	it’s difficult for savers to take the high moral ground	3
if you’ve got money you can get more money	it seems to be odd that JW talks about culture so much, and doesn’t refer to the cultural norms that are created by the dominance of those models	3
we cannot for legal reasons go into sort of identifying individuals	it’s moved the furthest away of any of the industrialised countries from a contributory system where what you’ve paid in is what you get out	3
what they declare is the following: they start their oath with saying “I declare that I will perform my duties as a banker with integrity and care, and I will consider carefully all the interests involved in the bank. The clients, the shareholders, the employees and the society in which the bank operates, and then there are five or six lines that continue	For decades, our children have been taught nothing other than the Empire was uniquely dreadful	3
the Hola circumstances and the shock did not change the public consciousness about ourselves as an imperial power,and realised it was morally unsustainable from then onwards	that is the moral way of getting people to pay their rent on time	3
he half did	By the 50s, the Empire is going	3
the situation in Kenya was a bloody dirty war	Some regulation might help	3
the reason Dante confined them to the lowest circle of hell is because they made a big profit at the expense of very poor people, which was widely regarded as shameful	ND must stop attacking them and actually suggest that we want the rich to do something productive	3
they have nowhere to go	Investment banks historically haven’t invested in training their management, and that’s a real problem.	3
You talk about greed; people are indeed very angry about large bankers bonuses.	she has been so poorly parented	3
we’ve thought too much, funnily, about the financial incentives to work, and not enough about the conditionality in the system	there’s some very virtuous people who work in the City of London and do extraordinarily good things with their money.	3
which is the supreme example of just that individualism and abstraction	this is about compassion, social justice, giving these families a chance and no longer writing them off and leaving them on a social scrapheap.	3
We still defer to the Queen	people can be tempted out of work	3
unemployment is a state out of which everybody could get, if the government didn’t get in the way	the violence that the Mau Mau perpetrated against settlers and particularly loyal Africans xxx	3
MP's both.	No, no. I don’t think there’s anything wrong with people making a profit	3
there's a streak that says, it was a pretty balanced account, there's nothing wrong with colonialism	that’s very dangerous to the solidarity, which civilization requires	3
they’ll be the first, often, to admit they need a lot of help.	we don’t allow them to say things which are misleading	3
JL's not financing lifestyles that people can't afford	evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	3
they’re very short-term loans	the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity	3
That means not simply looking at the individual, but to change the conditions and provide those sorts of conditions.	There’s 5 million people languishing on social housing waiting lists	3
Esther would look at the context	they are moral	3
the areas of their life you intervene on, in order to bring about change are xxx	Merthyr Tydfil, in Wales has one of the highest unemployment rates in the country	3
The people who lose money are the taxpayers	people would require the social context in which work happens	3
I think the relics of colonialism, racism and the current dystopia around in relation to people groping focus a kind of inclusive British citizenship that relieves them of the guilt of their - of the past, and opens up a vista of an inclusive future, actually relies on, to some extent, Britain having a truth and reconciliation moment,	there’s a risk.	3
if it's an emotional thing to do with blame and guilt, CL personally feels dishonoured by what was done in his name	you don’t just start having children, without your other circumstances being taken into account	3
JB: did not take adversarial position towards the poor unfortunate people who’ve been trapped in the trap	it’s a very good point, Clifford’s just put Clifford's finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll	3
since the Council of Nicaea, in 325, made usury illegal, and it stayed that way for about 1,200 years in Europe, there have been moral questions surrounding borrowing and lending	So it’s as if the State imposes on people the notion of the good life, rather than as citizens ourselves we work through what the good life is.	3
there are 5 million people on the waiting list for social housing	when it reduces by 90%- what Neil meant is that they were all in low paid, part time jobs	3
there’s a lack of investment in management training	lots of people are doing part time work	3
I'm not saying that	I might not take back from the National Health Service or from the welfare state, the things that I put in, the money that I put in through my tax	3
these terms ‘deserving’ or ‘undeserving’ are not particularly helpful	not all debt is bad	3
you must require them to work	the system seems to be very, very heavily weighted against them.	3
it was a freedom struggle	it’s requirement	3
they will take no responsibility for society	they’re not going to do it on their own	3
The key point about the British Empire is not necessarily that brutality does not happen but when it does	What is wrong with what she is doing is that she is presenting that tiny minority of troubled families as typical of the poor	3
what the Jubilee Debt Campaign says is that this isn’t simply a matter of individual morality	we have to bribe people	3
the discourse around this that we’ve had, with some of these very hysterical comments from Louise Casey and the Government, are not acceptable	there are too many people included in those categories	3
They manage risk	they are right about that	3
MP's both.	these people are alive	3
xxx is where the money flowed	they're easily seduced into acting, in the short-term, in ways which aren’t very good for them in the long-term	3
we need both debt and savings	There is no simple way out of these kinds of dilemmas	3
I think investment banking is basically necessary.	they are on the edges or actually committing crime	3
If we want to live in a Liberal society that is also tolerant, we must have a set of principles that we all digest and understand, that ground and explain, and justify why we behave as we do	there are families that are so troubled that family intervention programmes are appropriate.	3
there is a lack of recognition that there’s anything sapping away at the moral of young people in particular, who are dependent on the State.	That is the source of the subsidy in the lending world, in banking	3
the welfare system is the problem	I think the problem is much more complicated than that	3
black people can't be racist in the United Kingdom context	Boudewijn thinks ther is no wider cultural problem	3
investment banks that have highly public ethical problems don’t lose their clients.	that is a not a bad thing	3
they do need help	if you look at the figures, fatherlessness, family breakdown, is disproportionately represented in all these social problems. 	3
they make more money out of it	It was a ghastly aberration	3
A kind of parental determinism emerges that’s overly fatalistic as well	if you just take the taxpayers, that is half a million pounds of debt that we all have	3
we are getting to the point where debt is simply going out of control	what we need to do to deal with poverty is to deal with problem families	3
At this current time, the current context without social housing, with 5 million people on social housing waiting lists, people - of course they should claim housing benefit, if they are unable to pay what are extortionate rents. Particularly in places like London	It doesn't presuppose a God	3
it’s not appropriate to use the market here.	they can’t get full time work	3
it wants to get people in those households into school, into work, out of crime. Changing the patterns of, sometimes, a lifetime	they can afford to sort it out themselves	3
they suffered in the context of imprisonment possibly	if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that	3
we do have a moral duty to intervene quite robustly in that situation	this cost is forced onto them	3
you can help them get back on their feet and able to parent their children effectively	she didn’t want any focus where it really counts for an awful lot of people, which is what’s going on around them.	3
These things lead to poverty	you’d not use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food	3
JB: did not take adversarial position towards the poor unfortunate people who’ve been trapped in the trap	there are two other brackets that I would bring within the troubled family scenario	3
when you classify people as terrorists then you are seeking to dehumanise them	she was helping them manage their resources.	3
in itself this is undesirable	the banks are the lenders	3
The government and the Bank of England have decided, alone among the goods, that money should have a price determined sort of Soviet style, from the centre	they might not find it coercive	3
some of the world is suffering from the impact of development on climate change, for example.	The reason we need these case assist because of that ambiguity	3
the Department of Work and Pensions did a survey of people who have been on benefits a couple of years ago	we do have a moral duty to intervene quite robustly in that situation	3
their particular problems were entirely resultant of the circumstances in which they found themselves	Anne misunderstands how housing benefit works	3
there’s a lack of investment in management training	that takes ES xxx	3
it's not innate	Investment banks are characterised by a culture which is just pure exultant, rampant individualism.	3
the problem is that welfarism has gone far beyond a safety net, or anything compassionate	the young guy was smoking a lot of spliff	3
bosses don’t really know what’s going on	People move, in a life course, move in and out of work	3
If we want to live in a Liberal society that is also tolerant, we must have a set of principles that we all digest and understand, that ground and explain, and justify why we behave as we do	in the context of what we're talking about tonight the strange phenomenon then occurred, where the British went in denial and have been in denial ever since.	3
That’s AB's sort of neutrality	That's not good enough	3
We have to go to the roots of this problem	Helen would go and work in families’ homes, working alongside them to achieve change, and that change would be around improving the circumstances for their children, and making them safe	3
there’s always a problem with any moral argument that says there is an innate desire to do things	there are not very specific perpetrators	3
NL thinks / does not think we have got a lot to apologize for	That’s very different from saying that there is a kind of systemic rot in banking	3
it is imbued with geography, history and culture	you don’t get round everything about what you should about welfare dependency and welfarism by just saying “Well I’m sorry, but I can’t deliver the revolution tomorrow.”	3
by and large a large chunk of the codes of ethics – as they’re supposedly called – actually protects shareholders and doesn’t protect customers.	I believe this is capable of reform if we introduce codes, if we stigmatise bad behaviour, if we set about within organisations making sure the codes are adhered to.	3
the welfare state should be about what people need/what they deserve	It doesn’t expect that if you have a false set of structures, or a false set of purposes, that everything will be fine if you just have very good individuals	3
very often what high levels of debt can mean, and especially when the debt is on very unjust terms, is a massive redistribution of wealth in society, from the poorest to the richest.	even if this hearing itself or the damages claims by these three individuals are concerned, it should / should not be the occasion for examining the colonial legacy	3
the wider context is the colonial dispossession	ES has just muddled up civil and criminal cases	3
what’s happened is, there’s been a huge and permanent increase in the number of people who are unemployed	So these factors matter.	3
continuing to intervene, not pausing.	What is wrong with what she is doing is that she is presenting that tiny minority of troubled families as typical of the poor	3
If there is an element of retrospective moral judgments, there are no problem with that	It is a moral problem.	3
The pragmatic justification is that they - if they are to take their case against anybody, we, this state, the British state now, is the closest they can get to it.	we’re rather over inclined - and this is also a moral issue – to focus on the anti social behaviour of the poor, rather than the antisocial behaviour of the rich: the money laundering, the rate fixing, the tax evasion	3
We’re talking about dysfunctional families	I think that we’re on a loser if we think that we’re going to get out of this by any kind of decline in individualism	3
very often they do have responsibility for what they borrow	the point about a welfare state is it was set up as a safety net, during a time of near full employment	3
the conditions under which people live aren’t conducive to moral flourishing, and therefore what you want to do is challenge those conditions, change them	“Provide that for our young people”	3
problem families are problem families because they cause problems/ they face problems	that majority includes / does not include CL	3
one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system	Christian tries to reform families, not individuals	3
these things are in some sort of a balance	Not to be in a funk when you are reading intelligence reports which suggest your Empire is under sustained assault	3
It depends on how one unpacks all of those terms.	there is an internal failure in some cases	3
there’s no realistic consideration, or real world consideration	there are 5 million people on the waiting list for social housing	3
credit raises living standards	it’s not neutrality at all	3
they are somehow or another demoralized and broken	AB does not want to suggest that there’s no role for the State.	3
we have to change the nature of the financial system and the economy	Think about Bill Gates and all the wonderful things that his money is doing.	3
Whether it means interfering in those families being able to conduct a flourishing life; whether it’s intervening in their property, in their bodily integrity; in their mental wellbeing by continuous harassment or nuisance.	lots of people are doing part time work	3
when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own	bosses don’t really know what’s going on	3
the Government seems to be targeting only the poor for intervention	it was an unjust war that was being levelled against the Africans	3
since the rise of consumer capitalism we’ve had a very, very different kind of message	AM had a problem with both of the big ‘isms’ in this argument.	3
It very much depends on the specific incident you are talking about and which side are you going to go on?	some people have an innate desire, so called, to work harder than others	3
I gather Dutch bankers don’t just have rules and regulations	There are many different aspects to this,	3
we have to bribe people	we have to starve people	3
This is a huge opportunity that we’ve barely begun to explore in the UK system	we might for instance want banks to split and to ring fence retail banking from high risk investment for instance	3
one that ought to, at least to some extent, be resurrected	From the last witness, Alexander Brown, we heard the limits of ultra Libertarianism,	3
people who took the sub-prime mortgages were the beneficiaries – and now the sufferers – of a policy	The official unemployment figure, again Neil has a point on this, is understating the real crisis	3
savers need saving because xxx	it was something like 16% of sub-prime borrowers didn’t even make a first payment	3
JB blames the political system that has created a trap for these people	it’s been pointed out that borrowing money can have disadvantages, as well as advantages	3
We still defer to the Queen	both money and debt are essentially morally neutral	3
key thing in British society is the horror at the violence of the Mau Mau which is profoundly shocking	CG is not taking the first notion of what morality is	3
It doesn’t go to the tenant	It’s actually rather immoral to come up with this kind of structurally derived argument that says, “Your job is really – or our job, collectively – is just to say to people ‘we will not put up with these situations and encourage political action’”.	3
it is a reasonable thing for the state to intervene in those cases	there's no statute of limitations for murder	3
It does happen	Otherwise you’ve got slavery.	3
Whether it means interfering in those families being able to conduct a flourishing life; whether it’s intervening in their property, in their bodily integrity; in their mental wellbeing by continuous harassment or nuisance.	it is far better, a better form of intervention, to provide decent jobs and decent wages, affordable housing	3
they think they’re all pretty rotten so they don’t see any particular point in moving from Barclays to Lloyds	Christian's being deterministic	3
NL thinks xxx	Ruth has an objection to an intervention on the basis of people being poor, as opposed to an intervention on the basis of children genuinely being at risk of neglect or harm	3
the government, in 2001, announced a review of the Consumer Credit Act 1974	they did what they had to do in order to maintain a liberation struggle	3
the idea behind it was that it would be for periods of sporadic unemployment	CL's no more sympathetic to economic determinism, or the idea that poverty creates this than anything else.	3
xxx is what JB will do	No that’s not possible, but that’s not something we should try to aim at	3
the history of America shows that.	xxx is what JB will do	3
it’s difficult for savers to take the high moral ground	they should be tried	3
I think individualism may be the way forward	In every walk of life what really work, even in the economy, is when you negotiate what is reciprocally in your joint interests	3
if you have become unemployed and you’ve paid in in the past, you’ll get a more generous rate of benefits than people who haven’t paid in	we ask people to do nothing in return for their benefits	3
the context for the atrocities having been carried out by agents of the British Government at the time, the context was the atrocities being carried out against them by the Mau Mau	there's a streak that says, it was a pretty balanced account, there's nothing wrong with colonialism	3
that’s what they get	we have a huge problem with unemployment.	3
JB likens it to a mouse trap which has a rather stale piece of cheese in it	the history of the financial services industry does not demonstrate that this is an industry with a deep commitment to exploiting those weaknesses	3
the fireman has used too much water to quench the fire	It’s beneficial to people	3
Anne misunderstands how housing benefit works	Claire's a campaigner for more housing	3
I don’t get this concept of systemic	This was a war of liberation	3
That surely, more than anything else, has driven the phenomenon in which thousands and thousands of children are being brought up in elective fatherless families, and are going potty as a result.	it’s requirement	3
Owen has answered Anne's question	that’s a distinction that we’ve somehow lost	3
There are many different aspects to this,	Not to be in a funk when you are reading intelligence reports which suggest your Empire is under sustained assault	3
children can be vulnerable to domination to their parents	they want voters	3
they’re not going to do it on their own	These things lead to poverty	3
one of the jobs that the welfare system is quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do	That surely, more than anything else, has driven the phenomenon in which thousands and thousands of children are being brought up in elective fatherless families, and are going potty as a result.	3
it will be an important opportunity for the individuals to make their case	they’re not naturally lazy	3
JB  wouldn’t use the word ‘moral’	it made CL feel very uncomfortable in a sort of moral kind of way	3
So these factors matter.	it is true	3
When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in	when black people say, for example, Jews control the banks, that's prejudice	3
investment banks that have highly public ethical problems don’t lose their clients.	politicians are not taking a moral stance over welfare reform	3
They manage risk	that does seem to correspond to the reality	3
They do bear responsibility.	that majority doesn't include CL	3
if we’re in a Liberal society, as opposed to a Republican society, we might care about the principal of neutrality;	what SR doesn't want to see is a return necessarily to debtors’ prison	3
they’ve over broadened their remit over recent years	If Ruth's not wholly opposed to it, she finds xxx so objectionable that Louise Casey’s offering	3
I think a lot of people would like to reject their bank, but they find it practically difficult to do so	not many people have been driven out of the houses on which they can’t afford to maintain their payments	3
The interest rate varies by the amount of the charge for the credit but also the time over which you repay it	there is a natural and normal desire to work	3
if I have a child, I have to consider if I can afford the child	we don’t allow them to say things which are misleading	3
For decades, our children have been taught nothing other than the Empire was uniquely dreadful	The reason that the number of people on benefits has soared, is simply because the jobs that once existed disappeared	3
they are surely to be presumed to be capable of being helped in a way that allows them to live independent lives.	they’re not able to impose the right sort of levels	3
Unless you’ve got some great scheme which nobody else has thought of to completely alleviate poverty, you still have the same question.	if the integrated investment banks can’t actually manage their activities on a sensible ethical basis	3
you’re leaving out a good chunk of the world which is still sitting there in poverty and didn’t really notice the boom times that some of us had in the developed countries	debt is morally neutral in the sense that it can be good to be in debt	3
it’s produced terrible harm	poverty is the cause of multiple disadvantage/ poverty is the result of multiple disadvantage	3
Sometimes people just want to have more children, even if they can’t afford them	If somebody’s not willing to reward you by borrowing your savings, there’s no point doing the saving.	3
In MP's long list of ills that are suffered by this family there are some things that would be justifiable grounds and other things that wouldn't be	they respond well to the framework in which you give them that help.	3
we had money lenders from one religious persuasion unable to lend to their own persuasion, but happily would lend to those of another religious persuasion	JA does not think this particular court case might provide this Mdeba moment	3
people who don’t work, who are unemployed, are depressed.	it’s a good idea, in a free society, to free people if they do get into terrible debt	3
we have a huge problem with unemployment.	the history of the financial services industry demonstrates that this is an industry with a deep commitment to exploiting those weaknesses, in order to make a fast buck	3
that’s not their fault	There is no natural condition of unemployment	3
if you would like to consider the concept of non domination, freedom as non domination – the non interference on arbitrary grounds in people’s important decisions – then we have to be careful that when we do intervene it’s to increase total non domination. Which would mean not interfering simply because people are mad, sad and bad, but because they are imposing domination on their neighbours	youth unemployment is a blight on our nation	3
there is an internal failure in some cases	acknowledgment and reparation for that is the minimum moral requisite position that is required from the United Kingdom	3
There is no evidence that that’s going to work	it should be about a bit of both	3
the way they suffered was a crime	we’ll not further entrench the type of poverty	3
Claire wants more housing	we do need to get back to this idea of desert	3
there is such a lot of evidence that it does have a distorting effect	it’s obvious	3
This was a war of liberation	It’s what Ruth would think if Ruth lived next door	3
xxx is how in a different system the poor would not get the blame and is how they would not come off worse	Debt is used time and again as a set of economic decisions, and political decisions, to achieve certain things in society	3
what she was really talking about is forcing people to adapt to their conditions of poverty, rather than challenging those conditions or creating conditions where moral behaviour could better flourish.	the benefit system is precisely one of those systems that encourages immoral behaviour	3
there are 5 million people on the waiting list for social housing	as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan	3
the idea that people should take any job at any wages, any conditions is an immoral position to take	you can’t separate morals from practice	3
a situation in which Helen would tell a woman that she shouldn’t have a child, or another child would be xxx	We’re not talking of single figures	3
they have to look at the interests of the child, and to have a debate about the environment in which you bring children into the world	what this needs is not simply us putting moral blame on one side or the other, but actually putting moral blame on a set of economic policies and political decisions that have led to credit liberalisation.	3
It was a ghastly aberration	what AM's surely ignoring, and what so much of their discussion this evening has ignored, is that there are deserts around our country where there is just serial misery and hopelessness, and despair, and dysfunctionality	3
Claire's trying to just avoid saying that saving is moral	every single man, woman and child in this country is now £240,000 in debt	3
it’s not responsible to encourage people to mis-read something like that	the colonial context is absent	3
that help should be very carefully calibrated, to restore the capacity for independence and personal responsibility	the wider context is the colonial dispossession	3
Nothing good happened under Nazism	if you would like to consider the concept of non domination, freedom as non domination – the non interference on arbitrary grounds in people’s important decisions – then we have to be careful that when we do intervene it’s to increase total non domination. Which would mean not interfering simply because people are mad, sad and bad, but because they are imposing domination on their neighbours	3
When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in	People move, in a life course, move in and out of work	3
JB didn’t say “Work shy”	in the sense that poverty doesn’t cause this.	3
And the family cannot afford a number of food and clothing items.	Helen would go and work in families’ homes, working alongside them to achieve change, and that change would be around improving the circumstances for their children, and making them safe	3
There are three people who it seems very likely suffered	It is not a family where children are on the threshold of being taken away	3
evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	the only thing we hold in common is something abstract, which is money	3
people do not think that	one thing KM may not be aware of is just how much benefits have been cut already by inflation	3
it’s these broader circumstances that we really need to get to the nub of	That would be a baseline, that children are actually safe	3
that is not going to make young black Britons feel better	We’d still be much better off	3
That's a caricature	It depends on how one unpacks all of those terms.	3
what JL's doing is providing small loans, for short periods of time, to help them smooth out their family income	it means that we are forced to engage in this conversation	3
it’s been pointed out that borrowing money can have disadvantages, as well as advantages	this is not purely an economic issue	3
they might find it coercive.	We’re offering things on a rewards based process, which is if the local government succeeds in achieving its results then it gets more money. If it doesn’t, it won’t.	3
there are other families, where actually they do need a great deal of help	there seemed to be a germ of compassion about what Neil was saying	3
The State can never really be neutral though,	evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	3
relative to many other countries surely it's an exemplar of inclusivity	instead of wasting it lining the pockets of landlords it could be used to build housing which would stimulate the economy, create jobs, bring down the welfare bill, and bring down the social housing waiting lis	3
my theory is that trust not only requires moral integrity, but also competence	we should not just assume that people aren’t going to be suckers for such advertising	3
In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	they really reduce unemployment	3
they actually want help,	there’s two ways we can look at this	3
people can be tempted out of work	my income is likely to drop	3
they are right about that	society benefits / suffers	3
They do	consumers should have all the information that they need	3
it’s the former	Anne and Ruth agree that there are some troubled families	3
There are many families, and Louise Casey has this in mind, where for a variety of reasons a lone mother – and it’s usually a lone mother – cannot look after her children properly, doesn’t know how to very often	that takes ES xxx	3
in the end it’s culture not faith that might save us	CF is interested in the demoralising impact of welfarism 	3
people should not have to pay their debts	If you didn’t have investment banking, you’d have to recreate it.	3
I think the relics of colonialism, racism and the current dystopia around in relation to people groping focus a kind of inclusive British citizenship that relieves them of the guilt of their - of the past, and opens up a vista of an inclusive future, actually relies on, to some extent, Britain having a truth and reconciliation moment,	if Britain thinks that it can move on to an inclusive citizenship without addressing these historical relics of colonialism that continue to plague contemporary debates about citizenship then frankly it's fooling itself	3
