t1	t2	type
That is the real lived experience of ordinary working class people	we should move towards a system which is more based on what you deserve	3
these people don't exist	a lot of young people sort of, had a sense of entitlement, which wasn't very healthy	3
abolishing housing benefit for under 25s will lead to homelessness, hidden homelessness, sofa surfing, staying with the wrong people	There is no natural condition of unemployment	3
that would be great	we are just providing the work that people want to do	3
some people have an innate desire, so called, to work harder than others	what we need is more houses	3
If the market doesn’t, for whatever reason never mind who’s fault it is, then the next thing that the government should do, is to provide jobs for these people to do	Owen has answered Anne's question	3
Clifford had quite an entertaining discussion with James	Claire wants more housing	3
It’s been done to them, not done by them	young people should go out and get something from the world, contribute something to the world. Instead of saying “Why can’t I get a well paid job? Why can’t I get a house?”	3
it is the equivalent of calling people feckless and lazy to say that a lot of young people today have become so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”	you got a choice of being mollycoddled at home by your mum and dad, or you demand that you’re sustained by the State	3
There is plenty of evidence to say that there is depression amongst the unemployed.	that’s fair enough	3
JB didn’t refer to utopia	JB likens it to a mouse trap which has a rather stale piece of cheese in it	3
people like KM who believe as a utopia, are precisely the ones who have led to bad policies and bad results.	individuals are feckless and lazy	3
it is true	the fundamental duty we have as a society towards the unemployed is to make sure there are enough jobs for them to take the opportunity to go and work	3
People have a moral duty to work to support themselves	one thing KM may not be aware of is just how much benefits have been cut already by inflation	3
they want the relationships that go with work	xxx is how JB regards it	3
you got a choice of being mollycoddled at home by your mum and dad, or you demand that you’re sustained by the State	JB wants to get rid of the welfare state, the welfare system	3
unemployment is a crime not a personal tragedy	This guy’s just a scrounger, he needs a kick up the backside to get going	3
